dS	dN	dN/dS	Mouse	Ensembl
1.12000	0.05450	20.5505	ENSMUSG00000038644	ENSG00000062822
0.37970	0.02990	12.699	ENSMUSG00000058655	ENSG00000063046
1.12300	0.10960	10.2464	ENSMUSG00000070808	ENSG00000063169
0.74060	0.09630	7.69055	ENSMUSG00000057342	ENSG00000063176
0.64970	0.01660	39.1386	ENSMUSG00000059070	ENSG00000063177
0.47030	0.01420	33.1197	ENSMUSG00000003273	ENSG00000063180
1.13760	0.16200	7.02222	ENSMUSG00000052605	ENSG00000063241
0.77140	0.09310	8.28571	ENSMUSG00000086784	ENSG00000063241
0.54590	0.00090	606.556	ENSMUSG00000030435	ENSG00000063244
0.58970	0.02590	22.7683	ENSMUSG00000035203	ENSG00000063245
0.72360	0.03770	19.1936	ENSMUSG00000003444	ENSG00000063322
0.71670	0.08420	8.51188	ENSMUSG00000031365	ENSG00000063587
0.40330	0.03350	12.0388	ENSMUSG00000015214	ENSG00000063601
0.72800	0.05780	12.5952	ENSMUSG00000021044	ENSG00000063761
0.86800	0.06140	14.1368	ENSMUSG00000024158	ENSG00000063854
0.41070	0.05590	7.34705	ENSMUSG00000029110	ENSG00000063978
0.55070	0.02250	24.4756	ENSMUSG00000040250	ENSG00000064102
0.69480	0.13610	5.10507	ENSMUSG00000040234	ENSG00000064115
0.56280	0.02140	26.2991	ENSMUSG00000037343	ENSG00000064313
0.43410	0.01420	30.5704	ENSMUSG00000061436	ENSG00000064393
0.39770	0.00320	124.281	ENSMUSG00000012535	ENSG00000064419
0.83610	0.08520	9.81338	ENSMUSG00000036120	ENSG00000064490
0.83500	0.10220	8.17025	ENSMUSG00000002342	ENSG00000064545
0.70210	0.06510	10.7849	ENSMUSG00000017760	ENSG00000064601
0.87420	0.17310	5.05026	ENSMUSG00000036054	ENSG00000064607
1.14070	0.01770	64.4463	ENSMUSG00000004665	ENSG00000064666
1.12270	0.13390	8.38462	ENSMUSG00000035722	ENSG00000064687
0.48910	0.09650	5.06839	ENSMUSG00000027905	ENSG00000064703
0.36890	0.01190	31	ENSMUSG00000025103	ENSG00000064726
1.55030	0.10560	14.6809	ENSMUSG00000035673	ENSG00000064932
3.96570	0.02860	138.661	ENSMUSG00000020232	ENSG00000064961
0.59040	0.07900	7.47342	ENSMUSG00000024218	ENSG00000064995
0.62520	0.06210	10.0676	ENSMUSG00000024219	ENSG00000064999
1.25910	0.04860	25.9074	ENSMUSG00000020198	ENSG00000065000
0.45890	0.03750	12.2373	ENSMUSG00000024220	ENSG00000065029
0.67940	0.03930	17.2875	ENSMUSG00000002504	ENSG00000065054
0.88410	0.11230	7.87266	ENSMUSG00000041429	ENSG00000065057
0.27740	0.00790	35.1139	ENSMUSG00000000001	ENSG00000065135
0.50290	0.00820	61.3293	ENSMUSG00000030662	ENSG00000065150
0.69690	0.04790	14.5491	ENSMUSG00000030934	ENSG00000065154
0.41690	0.02740	15.2153	ENSMUSG00000004591	ENSG00000065243
1.10970	0.08460	13.117	ENSMUSG00000035754	ENSG00000065268
0.40260	0.05420	7.42804	ENSMUSG00000041779	ENSG00000065308
0.42950	0.03970	10.8186	ENSMUSG00000031948	ENSG00000065427
0.49290	0.13340	3.6949	ENSMUSG00000031949	ENSG00000065457
0.58690	0.00550	106.709	ENSMUSG00000042203	ENSG00000065491
0.56300	0.17900	3.14525	ENSMUSG00000022820	ENSG00000065518
0.67360	0.10920	6.1685	ENSMUSG00000040761	ENSG00000065526
0.43460	0.02140	20.3084	ENSMUSG00000027091	ENSG00000065548
0.19360	0.00800	24.2	ENSMUSG00000033352	ENSG00000065559
0.56570	0.09210	6.14224	ENSMUSG00000025060	ENSG00000065613
0.44920	0.10530	4.26591	ENSMUSG00000032872	ENSG00000065615
1.03410	0.03820	27.0707	ENSMUSG00000034771	ENSG00000065717
0.60280	0.03010	20.0266	ENSMUSG00000026311	ENSG00000065802
0.51600	0.00720	71.6667	ENSMUSG00000026655	ENSG00000065809
0.69580	0.04910	14.1711	ENSMUSG00000029174	ENSG00000065882
0.24610	0.02270	10.8414	ENSMUSG00000041297	ENSG00000065883
0.41720	0.04010	10.404	ENSMUSG00000003154	ENSG00000065970
0.12030	0.00450	26.7333	ENSMUSG00000028639	ENSG00000065978
0.82910	0.07800	10.6295	ENSMUSG00000032177	ENSG00000065989
0.34090	0.01190	28.6471	ENSMUSG00000026626	ENSG00000066027
0.47500	0.00690	68.8406	ENSMUSG00000040028	ENSG00000066044
0.48440	0.00990	48.9293	ENSMUSG00000023026	ENSG00000066084
0.29890	0.00270	110.704	ENSMUSG00000023018	ENSG00000066117
0.60900	0.03180	19.1509	ENSMUSG00000033326	ENSG00000066135
0.33420	0.00290	115.241	ENSMUSG00000032897	ENSG00000066136
0.43750	0.04140	10.5676	ENSMUSG00000006390	ENSG00000066322
0.71310	0.11190	6.37265	ENSMUSG00000036315	ENSG00000066379
0.47650	0.05760	8.27257	ENSMUSG00000022601	ENSG00000066422
0.65360	0.08610	7.59117	ENSMUSG00000021192	ENSG00000066455
0.61150	0.02910	21.0137	ENSMUSG00000024601	ENSG00000066583
0.46440	0.08320	5.58173	ENSMUSG00000030942	ENSG00000066654
0.59610	0.04580	13.0153	ENSMUSG00000041341	ENSG00000066739
0.36520	0.01250	29.216	ENSMUSG00000067851	ENSG00000066777
0.43440	0.06290	6.9062	ENSMUSG00000024588	ENSG00000066926
0.97960	0.06360	15.4025	ENSMUSG00000021196	ENSG00000067057
0.90260	0.14880	6.06586	ENSMUSG00000058258	ENSG00000067064
0.63030	0.02370	26.5949	ENSMUSG00000000078	ENSG00000067082
0.52550	0.03480	15.1006	ENSMUSG00000025935	ENSG00000067167
0.85260	0.26220	3.25172	ENSMUSG00000030341	ENSG00000067182
0.38220	0.00830	46.0482	ENSMUSG00000020882	ENSG00000067191
0.66470	0.03870	17.1757	ENSMUSG00000032294	ENSG00000067225
0.68450	0.04770	14.3501	ENSMUSG00000042426	ENSG00000067248
0.60730	0.25590	2.37319	ENSMUSG00000039756	ENSG00000067334
0.58580	0.12810	4.57299	ENSMUSG00000039345	ENSG00000067365
0.39580	0.10330	3.83156	ENSMUSG00000043909	ENSG00000067369
0.55530	0.09330	5.95177	ENSMUSG00000036463	ENSG00000067560
0.53930	0.00720	74.9028	ENSMUSG00000034931	ENSG00000067596
0.74250	0.09220	8.05315	ENSMUSG00000026618	ENSG00000067704
0.70950	0.02520	28.1548	ENSMUSG00000002010	ENSG00000067829
1.20290	0.02560	46.9883	ENSMUSG00000022540	ENSG00000067836
0.89190	0.03320	26.8645	ENSMUSG00000002006	ENSG00000067840
0.40760	0.01500	27.1733	ENSMUSG00000024290	ENSG00000067900
0.24760	0.00500	49.52	ENSMUSG00000031885	ENSG00000067955
0.92280	0.15140	6.09511	ENSMUSG00000010067	ENSG00000068028
0.69520	0.19570	3.55238	ENSMUSG00000010358	ENSG00000068079
0.53680	0.09660	5.55694	ENSMUSG00000000976	ENSG00000068097
0.57010	0.06920	8.23844	ENSMUSG00000001755	ENSG00000068120
0.45570	0.04540	10.0374	ENSMUSG00000030557	ENSG00000068305
0.42810	0.00950	45.0632	ENSMUSG00000031154	ENSG00000068308
0.41500	0.01870	22.1925	ENSMUSG00000000134	ENSG00000068323
0.53820	0.03190	16.8715	ENSMUSG00000039201	ENSG00000068354
0.31360	0.01470	21.3333	ENSMUSG00000031278	ENSG00000068366
0.68320	0.03110	21.9678	ENSMUSG00000025477	ENSG00000068383
0.57990	0.15490	3.74371	ENSMUSG00000031148	ENSG00000068394
0.51330	0.03150	16.2952	ENSMUSG00000031153	ENSG00000068400
0.48400	0.06090	7.94745	ENSMUSG00000031171	ENSG00000068438
0.56010	0.07340	7.63079	ENSMUSG00000049553	ENSG00000068654
0.31600	0.01240	25.4839	ENSMUSG00000020585	ENSG00000068697
0.65220	0.05800	11.2448	ENSMUSG00000036918	ENSG00000068724
0.33990	0.01520	22.3618	ENSMUSG00000032599	ENSG00000068745
0.79370	0.01580	50.2342	ENSMUSG00000032946	ENSG00000068831
0.34660	0.02190	15.8265	ENSMUSG00000040850	ENSG00000068878
0.63810	0.06810	9.37004	ENSMUSG00000015149	ENSG00000068903
0.40130	0.01630	24.6196	ENSMUSG00000020311	ENSG00000068912
0.40260	0.00540	74.5556	ENSMUSG00000024777	ENSG00000068971
0.79580	0.09590	8.29823	ENSMUSG00000039509	ENSG00000069248
0.42810	0.02090	20.4833	ENSMUSG00000026434	ENSG00000069275
0.40700	0.00300	135.667	ENSMUSG00000031696	ENSG00000069329
0.34320	0.00230	149.217	ENSMUSG00000031701	ENSG00000069345
0.94810	0.06810	13.9222	ENSMUSG00000028931	ENSG00000069424
0.62580	0.06030	10.3781	ENSMUSG00000032238	ENSG00000069667
0.49220	0.18190	2.70588	ENSMUSG00000032412	ENSG00000069849
0.55000	0.02540	21.6535	ENSMUSG00000042688	ENSG00000069956
0.64190	0.14950	4.29365	ENSMUSG00000058979	ENSG00000069998
0.58890	0.00600	98.15	ENSMUSG00000005262	ENSG00000070010
0.98820	0.22980	4.30026	ENSMUSG00000038611	ENSG00000070047
0.46690	0.11320	4.12456	ENSMUSG00000028431	ENSG00000070061
0.39520	0.04830	8.18219	ENSMUSG00000038290	ENSG00000070366
0.58460	0.04360	13.4083	ENSMUSG00000092470	ENSG00000070413
0.56360	0.03300	17.0788	ENSMUSG00000003166	ENSG00000070413
0.95380	0.02530	37.6996	ENSMUSG00000035890	ENSG00000070423
0.37550	0.03010	12.4751	ENSMUSG00000000282	ENSG00000070444
0.52260	0.12120	4.31188	ENSMUSG00000034430	ENSG00000070476
0.56070	0.01110	50.5135	ENSMUSG00000056962	ENSG00000070495
0.56270	0.01780	31.6124	ENSMUSG00000031536	ENSG00000070501
0.61500	0.02840	21.6549	ENSMUSG00000041895	ENSG00000070540
0.38510	0.07180	5.36351	ENSMUSG00000028467	ENSG00000070610
0.57580	0.00990	58.1616	ENSMUSG00000054008	ENSG00000070614
0.57610	0.02980	19.3322	ENSMUSG00000029752	ENSG00000070669
0.60850	0.00790	77.0253	ENSMUSG00000031539	ENSG00000070718
0.51840	0.00230	225.391	ENSMUSG00000031796	ENSG00000070761
0.24040	0.00500	48.08	ENSMUSG00000046707	ENSG00000070770
0.38230	0.04300	8.8907	ENSMUSG00000028683	ENSG00000070785
0.69160	0.32310	2.14051	ENSMUSG00000024613	ENSG00000070814
0.17230	0.00000	inf	ENSMUSG00000006699	ENSG00000070831
1.15680	0.01620	71.4074	ENSMUSG00000066877	ENSG00000071051
0.47640	0.00800	59.55	ENSMUSG00000026074	ENSG00000071054
0.58180	0.02950	19.722	ENSMUSG00000073702	ENSG00000071082
0.72090	0.02270	31.7577	ENSMUSG00000005103	ENSG00000071127
0.31450	0.01310	24.0076	ENSMUSG00000020590	ENSG00000071189
0.87680	0.03610	24.2881	ENSMUSG00000023809	ENSG00000071242
0.56240	0.11160	5.03943	ENSMUSG00000005378	ENSG00000071462
0.51000	0.03780	13.4921	ENSMUSG00000020964	ENSG00000071537
0.62130	0.07950	7.81509	ENSMUSG00000019087	ENSG00000071553
0.92410	0.08420	10.9751	ENSMUSG00000020167	ENSG00000071564
0.44160	0.00760	58.1053	ENSMUSG00000020601	ENSG00000071575
0.56360	0.00700	80.5143	ENSMUSG00000069565	ENSG00000071626
1.37730	0.04270	32.2553	ENSMUSG00000035478	ENSG00000071655
1.36610	0.00890	153.494	ENSMUSG00000001962	ENSG00000071859
1.14280	0.11930	9.57921	ENSMUSG00000031399	ENSG00000071889
0.92270	0.01490	61.9262	ENSMUSG00000034022	ENSG00000071894
0.51610	0.16570	3.11467	ENSMUSG00000027015	ENSG00000071967
0.59250	0.09870	6.00304	ENSMUSG00000014771	ENSG00000071994
0.65650	0.08580	7.65152	ENSMUSG00000066441	ENSG00000072042
0.57610	0.00860	66.9884	ENSMUSG00000005469	ENSG00000072062
0.59250	0.00390	151.923	ENSMUSG00000015143	ENSG00000072110
0.48060	0.10040	4.78685	ENSMUSG00000066440	ENSG00000072121
0.66630	0.13710	4.85996	ENSMUSG00000026126	ENSG00000072135
0.61280	0.08620	7.10905	ENSMUSG00000010025	ENSG00000072210
0.50650	0.13920	3.63865	ENSMUSG00000022797	ENSG00000072274
0.75980	0.12820	5.92668	ENSMUSG00000020538	ENSG00000072310
0.41460	0.03280	12.6402	ENSMUSG00000049470	ENSG00000072364
0.55770	0.00000	inf	ENSMUSG00000019927	ENSG00000072401
0.44270	0.00070	632.429	ENSMUSG00000041133	ENSG00000072501
0.46070	0.07150	6.44336	ENSMUSG00000025260	ENSG00000072506
0.32430	0.00760	42.6711	ENSMUSG00000024969	ENSG00000072518
0.59110	0.10090	5.85828	ENSMUSG00000014668	ENSG00000072609
0.31840	0.05750	5.53739	ENSMUSG00000031902	ENSG00000072736
0.55660	0.10200	5.45686	ENSMUSG00000018574	ENSG00000072778
0.92550	0.05770	16.0399	ENSMUSG00000020272	ENSG00000072786
0.37300	0.00170	219.412	ENSMUSG00000020271	ENSG00000072803
0.27840	0.00620	44.9032	ENSMUSG00000018442	ENSG00000072849
0.50810	0.09870	5.14792	ENSMUSG00000005611	ENSG00000072952
1.18900	0.00300	396.333	ENSMUSG00000003033	ENSG00000072958
0.64270	0.06880	9.34157	ENSMUSG00000051768	ENSG00000073050
1.15360	0.10940	10.5448	ENSMUSG00000037936	ENSG00000073060
ENSMUSG00000035757	ENSG00000073169	-nan		
0.50070	0.10760	4.65335	ENSMUSG00000025584	ENSG00000073417
0.54940	0.02460	22.3333	ENSMUSG00000020692	ENSG00000073536
0.61730	0.02840	21.7359	ENSMUSG00000021577	ENSG00000073578
0.32040	0.01280	25.0312	ENSMUSG00000037935	ENSG00000073584
0.34260	0.01620	21.1481	ENSMUSG00000030180	ENSG00000073614
0.21910	0.01140	19.2193	ENSMUSG00000039361	ENSG00000073921
0.54550	0.00890	61.2921	ENSMUSG00000034187	ENSG00000073969
0.45590	0.01140	39.9912	ENSMUSG00000064302	ENSG00000074054
1.23120	0.06340	19.4196	ENSMUSG00000038880	ENSG00000074071
0.42610	0.04500	9.46889	ENSMUSG00000025439	ENSG00000074201
0.43130	0.02550	16.9137	ENSMUSG00000014402	ENSG00000074319
0.42800	0.02550	16.7843	ENSMUSG00000020783	ENSG00000074356
0.68450	0.08440	8.11019	ENSMUSG00000033174	ENSG00000074416
0.37710	0.03280	11.497	ENSMUSG00000026172	ENSG00000074582
0.45320	0.02420	18.7273	ENSMUSG00000032393	ENSG00000074603
0.74160	0.17300	4.28671	ENSMUSG00000038188	ENSG00000074660
0.57350	0.05710	10.0438	ENSMUSG00000041891	ENSG00000074695
0.41740	0.04650	8.97634	ENSMUSG00000055670	ENSG00000074755
0.64980	0.02590	25.0888	ENSMUSG00000063524	ENSG00000074800
0.63610	0.02590	24.5598	ENSMUSG00000059040	ENSG00000074800
0.73010	0.06370	11.4615	ENSMUSG00000019579	ENSG00000074842
1.53860	0.06100	25.223	ENSMUSG00000034863	ENSG00000074855
0.79740	0.04060	19.6404	ENSMUSG00000040964	ENSG00000074964
0.59770	0.01960	30.4949	ENSMUSG00000003161	ENSG00000075142
0.47240	0.06920	6.82659	ENSMUSG00000028760	ENSG00000075151
0.75750	0.06670	11.3568	ENSMUSG00000035944	ENSG00000075234
0.42370	0.08290	5.11098	ENSMUSG00000032047	ENSG00000075239
1.00110	0.02760	36.2717	ENSMUSG00000035900	ENSG00000075240
0.36140	0.12240	2.95261	ENSMUSG00000030016	ENSG00000075292
0.48810	0.18540	2.63269	ENSMUSG00000024645	ENSG00000075336
0.86550	0.08270	10.4655	ENSMUSG00000001062	ENSG00000075399
0.46480	0.01430	32.5035	ENSMUSG00000007411	ENSG00000075413
0.59120	0.05820	10.1581	ENSMUSG00000061904	ENSG00000075415
0.58490	0.02160	27.0787	ENSMUSG00000029135	ENSG00000075426
0.64180	0.02900	22.131	ENSMUSG00000070733	ENSG00000075539
0.47490	0.05480	8.66606	ENSMUSG00000026116	ENSG00000075568
0.66940	0.00220	304.273	ENSMUSG00000029580	ENSG00000075624
0.41520	0.02130	19.493	ENSMUSG00000022770	ENSG00000075711
0.53100	0.00000	inf	ENSMUSG00000079477	ENSG00000075785
0.43050	0.13170	3.26879	ENSMUSG00000051984	ENSG00000075826
0.92680	0.07000	13.24	ENSMUSG00000018974	ENSG00000075856
0.44690	0.02110	21.1801	ENSMUSG00000025785	ENSG00000075914
0.65120	0.05900	11.0373	ENSMUSG00000000439	ENSG00000075975
0.53590	0.02230	24.0314	ENSMUSG00000026355	ENSG00000076003
0.22410	0.02760	8.11957	ENSMUSG00000032026	ENSG00000076043
0.40210	0.08440	4.76422	ENSMUSG00000040054	ENSG00000076108
0.57310	0.04500	12.7356	ENSMUSG00000036057	ENSG00000076201
0.42210	0.06560	6.43445	ENSMUSG00000032498	ENSG00000076242
0.82420	0.07650	10.7739	ENSMUSG00000029591	ENSG00000076248
0.68230	0.04920	13.8679	ENSMUSG00000041870	ENSG00000076513
0.63220	0.08500	7.43765	ENSMUSG00000063808	ENSG00000076650
0.43740	0.00240	182.25	ENSMUSG00000025041	ENSG00000076685
0.92640	0.00510	181.647	ENSMUSG00000019470	ENSG00000076924
0.62610	0.05890	10.6299	ENSMUSG00000040940	ENSG00000076928
0.67560	0.00600	112.6	ENSMUSG00000002948	ENSG00000076984
0.66770	0.02890	23.1038	ENSMUSG00000070738	ENSG00000077044
0.41440	0.01700	24.3765	ENSMUSG00000017485	ENSG00000077097
0.37390	0.00320	116.844	ENSMUSG00000025016	ENSG00000077147
0.45610	0.06280	7.26274	ENSMUSG00000073557	ENSG00000077157
0.52830	0.05070	10.4201	ENSMUSG00000027006	ENSG00000077232
0.86030	0.12150	7.08066	ENSMUSG00000032777	ENSG00000077235
1.02100	0.36020	2.83454	ENSMUSG00000030748	ENSG00000077238
0.61780	0.03540	17.452	ENSMUSG00000025437	ENSG00000077254
0.81850	0.01540	53.1494	ENSMUSG00000061479	ENSG00000077312
0.82050	0.03640	22.5412	ENSMUSG00000071273	ENSG00000077312
0.77430	0.05110	15.1526	ENSMUSG00000061286	ENSG00000077348
0.39890	0.00990	40.2929	ENSMUSG00000027012	ENSG00000077380
0.52100	0.07970	6.53701	ENSMUSG00000029720	ENSG00000077454
0.52100	0.07970	6.53701	ENSMUSG00000093445	ENSG00000077454
1.26540	0.06530	19.3783	ENSMUSG00000034748	ENSG00000077463
0.57480	0.05080	11.315	ENSMUSG00000028745	ENSG00000077549
0.36830	0.03170	11.6183	ENSMUSG00000025764	ENSG00000077684
0.32330	0.00000	inf	ENSMUSG00000016308	ENSG00000077721
0.62210	0.00650	95.7077	ENSMUSG00000031565	ENSG00000077782
0.46340	0.02280	20.3246	ENSMUSG00000001127	ENSG00000078061
0.59220	0.08510	6.95887	ENSMUSG00000027709	ENSG00000078070
0.18950	0.00000	inf	ENSMUSG00000029203	ENSG00000078140
0.71110	0.00980	72.5612	ENSMUSG00000033628	ENSG00000078142
0.45820	0.04480	10.2277	ENSMUSG00000017843	ENSG00000078304
0.55770	0.00060	929.5	ENSMUSG00000029064	ENSG00000078369
0.34280	0.03260	10.5153	ENSMUSG00000026743	ENSG00000078403
0.54680	0.26240	2.08384	ENSMUSG00000037108	ENSG00000078487
0.35970	0.03520	10.2188	ENSMUSG00000053510	ENSG00000078618
0.37450	0.01150	32.5652	ENSMUSG00000075053	ENSG00000078668
0.37290	0.00980	38.051	ENSMUSG00000008892	ENSG00000078668
0.45070	0.05410	8.33087	ENSMUSG00000031592	ENSG00000078674
0.44560	0.02970	15.0034	ENSMUSG00000038533	ENSG00000078699
0.37860	0.01990	19.0251	ENSMUSG00000027598	ENSG00000078747
0.84010	0.07490	11.2163	ENSMUSG00000038375	ENSG00000078804
1.78660	0.07570	23.6011	ENSMUSG00000029076	ENSG00000078808
1.14530	0.03530	32.4448	ENSMUSG00000025139	ENSG00000078902
0.44330	0.03960	11.1944	ENSMUSG00000061490	ENSG00000078967
0.44510	0.01790	24.8659	ENSMUSG00000024287	ENSG00000079134
0.39920	0.12730	3.1359	ENSMUSG00000026187	ENSG00000079246
0.52210	0.03620	14.4227	ENSMUSG00000028708	ENSG00000079277
0.55630	0.05490	10.133	ENSMUSG00000055322	ENSG00000079308
1.19540	0.11740	10.1823	ENSMUSG00000047417	ENSG00000079313
1.31560	0.11860	11.0927	ENSMUSG00000094635	ENSG00000079313
0.31870	0.00230	138.565	ENSMUSG00000020088	ENSG00000079332
0.46540	0.06180	7.53074	ENSMUSG00000033075	ENSG00000079387
0.40940	0.04020	10.1841	ENSMUSG00000005442	ENSG00000079432
0.90120	0.10950	8.23014	ENSMUSG00000003123	ENSG00000079435
0.69990	0.05840	11.9846	ENSMUSG00000021273	ENSG00000079459
0.53220	0.03160	16.8418	ENSMUSG00000005447	ENSG00000079462
0.57180	0.10450	5.47177	ENSMUSG00000030677	ENSG00000079616
0.63810	0.05530	11.5389	ENSMUSG00000025791	ENSG00000079739
0.49350	0.01180	41.822	ENSMUSG00000037149	ENSG00000079785
0.90320	0.01610	56.0994	ENSMUSG00000033335	ENSG00000079805
0.60400	0.02980	20.2685	ENSMUSG00000019998	ENSG00000079950
0.43260	0.10000	4.326	ENSMUSG00000022621	ENSG00000079974
1.27080	0.02990	42.5017	ENSMUSG00000003308	ENSG00000079999
0.77290	0.02310	33.4589	ENSMUSG00000017664	ENSG00000080189
0.41160	0.01290	31.907	ENSMUSG00000020132	ENSG00000080371
0.55080	0.01490	36.9664	ENSMUSG00000024921	ENSG00000080503
0.53400	0.02350	22.7234	ENSMUSG00000038332	ENSG00000080546
0.56380	0.11150	5.0565	ENSMUSG00000004098	ENSG00000080573
0.39310	0.10000	3.931	ENSMUSG00000053877	ENSG00000080603
0.57750	0.05440	10.6158	ENSMUSG00000041360	ENSG00000080608
0.20010	0.00860	23.2674	ENSMUSG00000038784	ENSG00000080802
0.54890	0.03940	13.9315	ENSMUSG00000019969	ENSG00000080815
0.57200	0.10040	5.69721	ENSMUSG00000022742	ENSG00000080819
0.72560	0.04420	16.4163	ENSMUSG00000022744	ENSG00000080822
0.61270	0.00360	170.194	ENSMUSG00000021270	ENSG00000080824
0.56010	0.01840	30.4402	ENSMUSG00000061689	ENSG00000080845
0.21350	0.02940	7.2619	ENSMUSG00000044098	ENSG00000081019
0.67330	0.13690	4.91819	ENSMUSG00000038280	ENSG00000081087
0.23750	0.02080	11.4183	ENSMUSG00000071533	ENSG00000081154
0.56280	0.07300	7.70959	ENSMUSG00000032557	ENSG00000081307
1.57420	0.13970	11.2684	ENSMUSG00000036819	ENSG00000081692
0.63360	0.09610	6.59313	ENSMUSG00000026659	ENSG00000081721
0.54670	0.15470	3.53394	ENSMUSG00000024442	ENSG00000081791
0.39150	0.00090	435	ENSMUSG00000028949	ENSG00000082014
0.45230	0.04310	10.4942	ENSMUSG00000039828	ENSG00000082068
0.31280	0.04830	6.47619	ENSMUSG00000026027	ENSG00000082146
0.35640	0.00000	inf	ENSMUSG00000051223	ENSG00000082153
0.60890	0.06070	10.0313	ENSMUSG00000024556	ENSG00000082212
0.54710	0.12530	4.36632	ENSMUSG00000022195	ENSG00000082213
0.35170	0.06180	5.69094	ENSMUSG00000026349	ENSG00000082258
0.73640	0.07210	10.2136	ENSMUSG00000024044	ENSG00000082397
0.60510	0.10070	6.00894	ENSMUSG00000037275	ENSG00000082516
0.46380	0.04180	11.0957	ENSMUSG00000038615	ENSG00000082641
0.29390	0.00450	65.3111	ENSMUSG00000022812	ENSG00000082701
0.69650	0.05490	12.6867	ENSMUSG00000022817	ENSG00000082781
0.46310	0.00910	50.8901	ENSMUSG00000020290	ENSG00000082898
0.40210	0.03500	11.4886	ENSMUSG00000036503	ENSG00000082996
0.52470	0.05180	10.1293	ENSMUSG00000031540	ENSG00000083168
0.58590	0.11030	5.31188	ENSMUSG00000035248	ENSG00000083223
0.46380	0.00160	289.875	ENSMUSG00000009470	ENSG00000083312
0.94640	0.04470	21.1723	ENSMUSG00000019055	ENSG00000083444
0.60610	0.04710	12.8684	ENSMUSG00000033166	ENSG00000083520
0.58120	0.04040	14.3861	ENSMUSG00000022186	ENSG00000083720
0.44970	0.02500	17.988	ENSMUSG00000036712	ENSG00000083799
0.84240	0.26970	3.12347	ENSMUSG00000033961	ENSG00000083838
0.56910	0.00440	129.341	ENSMUSG00000012848	ENSG00000083845
0.36570	0.01250	29.256	ENSMUSG00000035851	ENSG00000083896
0.73100	0.00220	332.273	ENSMUSG00000004843	ENSG00000083937
0.31780	0.02010	15.8109	ENSMUSG00000032870	ENSG00000084070
0.53440	0.03830	13.953	ENSMUSG00000028651	ENSG00000084072
0.37630	0.03410	11.0352	ENSMUSG00000043207	ENSG00000084073
0.40450	0.04100	9.86585	ENSMUSG00000027367	ENSG00000084090
0.51230	0.16510	3.10297	ENSMUSG00000036285	ENSG00000084092
0.76600	0.08540	8.96956	ENSMUSG00000042121	ENSG00000084112
0.97110	0.08770	11.073	ENSMUSG00000038155	ENSG00000084207
0.94220	0.07600	12.3974	ENSMUSG00000060803	ENSG00000084207
0.42420	0.03570	11.8824	ENSMUSG00000031996	ENSG00000084234
0.44090	0.02490	17.7068	ENSMUSG00000030216	ENSG00000084463
0.52570	0.00280	187.75	ENSMUSG00000028798	ENSG00000084623
0.68260	0.04410	15.4785	ENSMUSG00000053841	ENSG00000084652
0.37150	0.04300	8.63953	ENSMUSG00000020647	ENSG00000084676
0.45090	0.08400	5.36786	ENSMUSG00000029165	ENSG00000084693
0.21300	0.00000	inf	ENSMUSG00000020671	ENSG00000084733
0.45370	0.07720	5.87694	ENSMUSG00000025745	ENSG00000084754
0.42800	0.00320	133.75	ENSMUSG00000029166	ENSG00000084764
0.49510	0.02370	20.8903	ENSMUSG00000013629	ENSG00000084774
1.02780	0.61790	1.66338	ENSMUSG00000032679	ENSG00000085063
0.93240	0.54910	1.69805	ENSMUSG00000068686	ENSG00000085063
1.32810	0.14450	9.191	ENSMUSG00000027215	ENSG00000085117
0.38160	0.04740	8.05063	ENSMUSG00000036959	ENSG00000085185
0.48250	0.08020	6.01621	ENSMUSG00000031229	ENSG00000085224
0.48170	0.07110	6.77496	ENSMUSG00000078941	ENSG00000085231
0.65670	0.01970	33.335	ENSMUSG00000019849	ENSG00000085377
0.52520	0.02180	24.0917	ENSMUSG00000079614	ENSG00000085415
0.44120	0.02300	19.1826	ENSMUSG00000040389	ENSG00000085433
0.68720	0.00970	70.8454	ENSMUSG00000073643	ENSG00000085449
0.76350	0.05790	13.1865	ENSMUSG00000014426	ENSG00000085511
1.21400	0.57520	2.11057	ENSMUSG00000066684	ENSG00000085514
0.85070	0.47250	1.80042	ENSMUSG00000046245	ENSG00000085514
1.29350	0.55250	2.34118	ENSMUSG00000066682	ENSG00000085514
0.79790	0.13750	5.80291	ENSMUSG00000071256	ENSG00000085644
0.68100	0.07340	9.27793	ENSMUSG00000001642	ENSG00000085662
